,Washington,Carter,Clinton,Bush jr.,Roosevelt,Tucker,Trump,Eisenhower,Reagan,Ford,Nixon,Johnson,Kennedy
11,0.489406317215,30.0552441641,1.65443204488,6.40710119929,0.0549908706227,900.580556374,4.95856170383,-4.84926103221,11.8553668546,18.9146606154,25.1697646034,7.93693829328,-204.5842036
13,0.183552061772,19.4248803847,-48.5086120821,-16.001158839,5.09327624054,-1975.75946817,5.25185298436,-4.28992066495,-6.57691693014,54.2966165517,66.9120313937,-276.609850127,-305.288324792
15,0.400722058591,-54.4609961992,1.97968957007,3.78397764567,3.10525805756,2962.08093621,2.84177065699,1.47675074421,20.1449744513,0.557779824138,4.16048233059,10.2115158776,-397.680625299
16,0.430983097681,25.8809911624,16.9930232663,-1.06703036443,0.580989197096,381.062863819,4.52721461787,-4.91452081155,-1.63960034672,96.4126798827,41.1455380735,74.0757798329,-132.784396444
17,3.37539800985,28.723302933,-0.397395394143,-4.00228124003,6.26935089398,824.870208279,1.21133127875,4.68042569773,-6.85892020042,9.59276309597,22.3037801061,28.8618535613,-138.945579772
18,0.309896884307,54.6293004261,0.533823309886,3.05442295333,0.00977142880563,2984.07549772,3.34650996159,-1.01743099348,16.5125628684,-0.52386769699,1.56898913639,1.77650326974,-405.67252514
19,3.73426250619,3.0164350273,-28.866195497,-9.76936708752,4.81650824097,-824.158362195,0.72972054735,3.33330684003,-0.163547102218,-17.0804782302,39.9771299867,-5.00935611326,58.3876061834
20,1.58354026893,46.9896044042,0.986428160674,19.6106373839,0.0209893935142,2207.04988155,5.94233552812,-1.67144052406,46.7368374187,6.60588181004,3.78014158613,5.82660458221,-450.668418654
21,1.81485713939,42.0854369374,0.350056769597,10.9327838714,0.00831757307249,1771.06146247,3.88354217601,-3.37863145182,40.6651437461,-9.70087708177,11.7652072568,1.33135821474,-353.788774077
22,1.81434549634,42.578694522,3.98325959262,9.93549245902,0.0932790489465,1797.07887022,2.86956510917,1.34342487696,41.3596830203,1.66032898276,5.78804999265,11.5555361426,-251.313025157
23,0.479414427132,30.0270276685,5.50652925039,8.6142263734,0.181370494518,871.300526218,5.0896610626,-4.64836509762,15.1061632054,7.84270835172,27.1138273312,27.1832912393,-233.525161952
24,0.827923832565,-31.7351694561,41.8624832902,8.35701829943,2.21944949325,-745.346526817,3.86439473214,-3.30744349649,14.2413005366,29.5530832404,52.8016657727,154.432456109,-224.975038687
26,2.58989313128,-3.34350144114,35.8036031147,5.95747717074,1.66391077637,-1270.71899411,2.55819555711,2.75431156742,0.17105836298,-19.699475304,43.3898353251,96.1755471149,13.4372747307
27,0.507834500812,32.5350554297,-17.1196742686,11.4063431056,5.79880459984,765.446584753,4.52505833781,-4.91252433897,23.3434910975,-150.490854315,41.2525696496,-105.954293523,-313.406822207
29,0.511300059964,-32.1448553566,-2.51562271417,-9.59957400861,3.21969242609,1026.96336826,4.90665921796,-4.90594405921,-19.2691156826,-36.0045267535,26.5839098263,-28.1389343097,-272.66820029
30,2.03279186404,-38.7947551146,-9.12262276832,10.2964019738,3.37254764088,1421.81077823,3.94013053442,-3.58168328123,33.7792334764,-19.9361706515,21.9510778954,-48.0237220239,-317.5778936
31,0.145861858361,-50.263082748,-23.944518307,2.0048470036,3.5861694401,1953.03753038,2.54570895938,2.80620182792,8.37566297006,17.5965456372,31.819287006,-50.8922595441,-354.091615872
32,3.63801561827,29.8347951586,-2.42261748949,-9.96366451945,6.20216199729,884.245926652,5.37185634018,-3.95159345054,-16.4026361181,-9.72722291689,18.0377082878,-37.5223758484,-241.41992155
33,0.175521596427,-12.4749567972,-25.6980632049,-6.68702894914,4.26045426804,-504.765905392,5.29293925894,-4.18080478735,-2.05328559334,28.9822137237,43.1771918748,-153.830415216,-81.4514999147
34,2.10121137496,9.41192082781,-38.6196649231,8.78890317608,4.951437039,-1402.89426511,2.83211056457,1.52282685768,1.91319090992,15.1591999895,40.9386665616,-101.834979722,-5.34859748435
36,2.82795614691,12.2117193007,-23.862513135,5.97905954385,5.18539494019,-420.293444837,5.69205073112,-2.7865171501,1.73682285639,20.0296667908,31.6271909628,-150.275827267,-62.5973090223
37,1.98831274184,-10.3196659139,36.0568129184,15.6977638486,1.84955026687,-1193.59825326,1.07117678936,4.3888245092,2.56241547454,37.3007126174,55.318593491,46.7405726387,183.147503473
40,1.60406652522,33.0658282831,-30.5329052637,19.3761911662,5.53759273336,161.090696206,0.504867713022,2.41845830952,24.2930004717,-27.5817559141,36.3818458586,-2.02264089166,-8.5424401192
41,3.8516469905,22.6860402442,-28.6565768132,-5.35037893313,5.38201899358,-306.542972694,3.16982265426,-0.141131256266,-7.53243917346,-0.658108814,28.6764948447,-91.5958374781,-108.861323378
42,3.95380847791,17.1318291693,-32.3756911201,-7.14425446517,5.19908933407,-754.685804821,3.78681433326,-3.00687783955,-5.2016658445,-18.9914971959,41.4170054621,-138.233757687,-101.604125227
43,0.691797560445,-43.0466517608,36.2945554644,11.4066785314,2.44109194318,535.719471454,4.92602896627,-4.88632823052,23.3743269302,-114.716705014,60.1707590408,166.86005506,-409.583150765
44,0.622249454845,39.413018425,22.8684051916,-12.6287861163,0.525751885063,1030.42206536,4.22117290519,-4.40879944935,-34.055860583,66.355941287,42.3059177762,94.2135577583,-388.062664372
45,0.461579203473,31.1384045792,14.5277098932,14.2337956938,0.436533653383,758.545884997,5.29971054564,-4.16213936712,22.602073419,-0.441522506584,31.8511140045,75.1757434212,-342.408560114
49,0.585386899358,-12.4914723455,53.6711762946,5.95796987098,1.79946624469,-2724.55828349,3.99985072458,-3.78352456974,1.43809113111,55.2266983714,67.9862344644,207.868368642,-71.0100176041
51,2.29108769135,-29.5546111964,23.9728638876,8.37936373521,2.46009713881,298.776839995,3.74515555533,-2.83789736507,17.6720290261,10.7498487677,32.0265253423,82.8006011778,-200.523015795
52,0.494595459212,30.0501319165,-7.40916927148,4.72880771606,6.04144662811,848.114638905,4.67725905333,-4.99691503785,9.30692460056,-345.374567664,32.3783291669,-64.843199559,-187.076640458
53,0.832782836398,50.8050784274,21.1559824684,-9.19009709716,0.394576423386,2133.58039981,4.42995224506,-4.80189590094,-31.6779449786,104.571553338,44.2141867119,91.8252771222,-443.23841257
54,1.526522474,7.36539350873,-46.0921220359,11.7367129984,4.87084652941,-2070.23469223,4.0323548463,-3.88775627513,1.15054022691,-71.5068132944,61.2067708907,-204.796455828,-127.097153112
55,0.214305651302,0.0641621159699,48.4066424685,12.8584991591,1.56947084593,-2343.1989183,4.3659237592,-4.70289454832,8.22093666035e-05,98.4637103338,70.5238596011,203.958654571,-155.53251051
56,1.353550726,37.1603941531,31.0863367282,16.3248358812,0.696630612378,414.534562435,1.22704818511,4.70749044708,27.8869292671,41.2378913655,53.2468030376,41.4238150171,24.3822339739
57,2.43714133322,6.91095717358,-29.1231362479,12.9177402306,4.94538065227,-800.395735858,6.03541764275,-1.22620203468,1.03854911083,10.6348866801,30.6267076777,-181.834326141,-59.0907869166
58,2.34187599587,31.2645367539,4.10045746125,14.0921396695,0.130409293179,960.657507042,5.82884844937,-2.19433271218,22.4105298656,4.88008904481,8.91555351301,23.6147837367,-261.968523983
59,3.53755361065,18.5668950292,-29.2923328882,-5.70559043863,5.277325821,-513.31117501,2.26754814641,3.83465342032,-4.80976944998,28.1884873615,43.9968997422,-46.185059635,-55.0370090825
60,0.328724851661,22.2776324099,-27.5919489113,-10.3574516476,5.39162350742,-265.022738934,4.52725530209,-4.91455826095,-10.2950297259,-92.0261775048,51.7448318116,-151.413244852,-210.592234791
61,0.649215160609,40.5088756617,33.5121247755,11.1193452245,0.691154317071,517.906500407,4.39800655476,-4.7549376615,25.7965359406,68.8655937587,56.1215569403,144.100148734,-375.405097577
62,0.997264292789,36.2464528966,35.605913982,9.71646992385,0.776483746585,46.0242370932,3.88544889251,-3.38565301126,22.1933808302,23.8231004987,47.0685602946,135.716054514,-282.149624397
63,3.20288474096,-31.3233229773,-12.3611569449,-0.528481171669,3.51746210465,828.352361321,2.39258732114,3.40455317886,-1.35808075166,11.001315141,23.9521392926,-17.5997605911,-175.117829976
64,3.88177075866,36.9406822134,9.42731152225,-7.31201259377,0.249868017118,1275.73979985,3.02029551307,0.604999592634,-26.0764481377,-2.04044901849,9.79333602933,28.6244367395,-218.051882032
66,1.0079209724,48.9495883151,18.3220174951,13.4514234492,0.358160173883,2060.36587113,1.51306019702,4.99166866303,40.3347829597,84.2657948082,43.2387735365,29.5101323171,-161.831516409
68,1.72452151246,40.0770418571,-15.7911309066,19.381823471,5.90784525151,1356.80946871,5.82176262589,-2.22611227188,37.1046015157,17.4887641286,20.7467067536,-105.083742547,-420.96352505
69,0.713148730818,55.0390880572,3.17459340943,8.53543919264,0.0576150525419,3019.22317085,1.92901550394,4.68261338667,35.4045840665,14.3196043297,25.1014615385,6.39362892179,-340.096658245
70,2.93868525958,16.3875832593,-26.8550107781,3.20797261535,5.26029253412,-452.638718812,1.78961075015,4.88077745679,1.96800875894,135.19054947,50.6769993608,-22.3856987673,-56.2938240493
72,0.528253846294,-32.598493459,4.80465541093,7.62063788306,2.99525734246,1039.57706218,4.56322583954,-4.94447895178,17.2383476605,-18.7383192921,29.2525275155,7.11474083629,-243.550647562
73,0.348458298042,23.0332303603,-21.497823798,9.66469001695,5.53225294698,68.3732727827,5.03754233308,-4.73800874205,9.8051666995,92.4378555131,43.9465506377,-134.508060277,-199.055171995
74,0.659739458183,-29.0969190476,49.9713102841,10.0287351189,2.09807889643,-1650.50115345,1.31175649404,4.83318186477,9.01877831023,150.730288901,73.330957222,75.6905876539,-59.7333570434
75,0.858505734309,52.882634556,8.53959445295,11.9690222055,0.160099950813,2723.64836417,4.65625387867,-4.99212419437,42.4511704972,-61.0282101139,33.4608984249,38.9632809558,-527.596722858
76,3.33080618141,18.2957009192,17.9742841951,-3.35606330778,0.776536612731,11.657779799,5.90198242929,-1.86018635476,-2.2300430898,-8.54937746672,21.4345774696,104.639406688,-82.4473847084
77,0.144957505747,10.8233536039,28.9195870555,-6.44199819427,1.21267734293,-719.197532227,4.81685645574,-4.97274117068,-1.57454922135,-337.261453249,53.6477418061,133.271169056,-76.8807016446
78,0.189047780922,-5.44483004033,44.915653548,12.5820031261,1.69143115042,-1987.76975948,4.20816926343,-4.37775857354,0.655120487955,58.5972940386,64.0804236762,181.607995487,-151.310845837
80,0.878338575387,3.2969357375,57.2710219163,14.9602641831,1.51329253432,-3269.10016608,5.79220998939,-2.35743109566,0.14604795677,-22.6210911126,62.828503287,328.158302368,-111.509496924
81,0.110991079642,-11.7535914426,-27.7948268792,9.68495950764,4.31232405817,-634.405489443,5.2842106101,-4.20458284539,2.50400588219,58.2398823575,45.4733437829,-165.00524286,-119.172101365
83,3.11081319202,17.1558628311,30.249518047,0.315079304705,1.0548853267,-620.709712595,3.4454439232,-1.4959863217,0.260695012564,9.38627545432,32.4874931217,102.644924115,-71.0886629325
85,0.294315356599,-18.5253633897,-24.3460203862,5.59924850774,4.06193589673,-249.539619927,4.80392261241,-4.97906860595,4.06366904047,326.236272704,49.137144569,-137.181055358,-110.95554027
86,3.83540945982,33.1482427385,14.8080779967,-7.86276062725,0.420125319195,879.526822697,2.28562587253,3.77602491512,-20.3002788369,-26.1196422488,29.0664421562,35.4321298645,-144.160344178
88,2.58682092126,11.3702025622,-26.214757739,11.3190609174,5.12163314805,-557.932017011,6.138821313,-0.719315345053,2.56726635615,5.45649092426,26.7321723047,-164.611782839,-56.7719175521
89,3.57341351422,21.4128865476,21.8063056407,-6.46329060978,0.794500791354,-17.0032553937,1.40629626668,4.93250174181,-6.12986705452,170.298665711,46.1358790736,34.5850027498,-57.8759309219
90,0.0845773517636,-9.92461500198,-29.226396512,8.52912660151,4.38502960002,-755.68427014,5.0188578269,-4.76702419588,1.64873746865,119.313972812,51.9509161962,-167.586671089,-100.622257905
91,0.421480453447,16.121788857,51.7157086214,4.10490875292,1.26860515828,-2414.60244226,3.00412854278,0.685157953043,1.96030991536,-6.58631446253,52.185150042,156.229831293,-62.4231018277
92,0.96089355779,48.4175778852,13.6615938684,8.94864204335,0.275012268594,2157.62270125,2.73658449427,1.97013129805,40.0778386291,-2.02048572699,17.5430112,37.927916225,-305.349864793
93,0.85698307989,-51.4305152827,-36.019793193,-1.08899267998,3.75255911176,1347.67240058,5.31229319409,-4.12694848066,-2.57396846494,51.0687055816,53.0514969551,-206.834320357,-369.813143615
94,2.16787912772,32.4961783886,13.3859622229,15.6696041714,0.390743406576,876.81762523,5.49084379217,-3.55999693981,25.4348366368,2.31557645216,26.0595404344,72.1091822423,-360.067661817
95,0.468133360071,29.8724125102,-23.1332332321,-10.1698178479,5.62424942739,357.21454941,4.182019768,-4.31310181271,-19.2607112793,-22.1062861179,41.7360804789,-121.001599075,-252.486323626
96,1.78201507777,-42.9519318152,-2.79824228805,11.7330603093,3.20664894719,1837.03828675,2.24077575707,3.91917219613,42.2770203346,18.3424930655,18.158152991,6.29717591512,-173.590846218
98,0.487588114588,-32.3659368075,10.7288141286,13.8449288648,2.82150675536,932.446412819,5.26443062527,-4.2572780215,24.1369279878,5.05930266873,28.853230281,44.4691589742,-347.342033163
99,0.297941859238,18.0920475116,23.6026950351,2.78433435662,0.916803053229,-229.76502976,4.81514920906,-4.97362406085,1.97550090275,-201.878012582,48.3396313338,109.090664605,-84.6656892214
101,0.616251194797,-39.1555228639,-2.53808402322,12.8840616433,3.20632268423,1526.71310024,4.53423523943,-4.92086275385,35.6686938268,-85.6487177987,26.7529742654,-27.2861438924,-408.384936319
102,1.15976261781,19.7849189883,-46.5415205069,18.1003042439,5.1143464843,-1774.67011172,5.61949509482,-3.08013954924,7.39764474356,50.5521625512,56.0287801497,-277.292747069,-289.827486103
104,0.586942910053,-58.0800631785,21.5986206274,10.1147580371,2.78556305094,2906.79332581,5.96714362239,-1.5540336654,27.8763924636,-3.75524746007,24.0136412606,124.553212571,-474.427888064
105,1.50166793474,-6.66635984231,-44.9937763664,9.99214545611,4.56529724577,-1979.99955817,3.18112437492,-0.197607128591,0.975885702631,-2.17482116205,45.0328249437,-144.032933999,-21.1580075591
106,2.99582491933,-32.9267460229,-12.2149759118,2.03014879899,3.49682926313,934.96496713,3.3283621837,-0.928427899631,6.21323344968,-2.69192900711,13.0769542766,-43.9024177477,-189.705003559
107,0.22077838579,-13.8595950525,28.8262961721,4.0759331133,2.01896381034,-638.866975984,4.43655574687,-4.81099300775,1.79482532842,87.4421607953,51.9719498927,118.176249169,-67.5823890558
108,0.821861066345,10.8084347855,52.856625838,9.62143760508,1.3690911446,-2677.00063246,1.95177837706,4.64149962639,1.58543291072,-107.939045488,74.4001446197,109.519055431,50.400628711
109,0.228887860758,-17.1263261444,-31.6151135213,-10.2327072232,4.21593020547,-706.204355759,4.44037718687,-4.81616168906,-6.11229974785,-76.6599927754,54.8105269365,-160.68763038,-171.733947137
110,0.511436706001,31.3459150023,-10.3337736066,6.39713780155,5.96473635206,875.77951038,4.42733019623,-4.79822561698,14.0093565527,-57.0944025701,33.3567426781,-74.3711786926,-214.769613728
111,1.61781786384,0.547736146428,-44.2750119169,10.2060786642,4.72475957459,-1959.97666535,2.83606609926,1.503976929,0.00675877657983,17.1834485045,46.5369585198,-118.460930947,30.9266879776
112,2.7393784104,19.29188525,-19.0780420252,7.32423530232,5.50336028468,8.20514898201,0.531270316408,2.53314485499,5.20269262676,-15.5146302671,25.4948648816,3.80521136709,-57.5570195996
113,0.360061317364,-49.5764154741,-37.5298086374,6.13975754265,3.78956465601,1049.3344349,5.4183455762,-3.8049564847,13.3026363599,51.2239547474,52.0075024878,-217.768601218,-377.756928883
114,1.13285370368,15.8403569286,-47.0382630613,9.2723189543,5.03721561233,-1961.6812842,3.52643788047,-1.8770784438,4.52211201605,-22.8081421842,50.5616865455,-175.332761533,-95.3212361252
115,3.07297861454,-29.3529086566,10.721093654,0.190099792913,2.79139889696,746.651397463,1.82311460954,4.84168133108,0.381137740781,-40.8474403342,34.1629717657,33.0608463979,-158.994147895
116,3.09959888457,33.6772887224,-8.41150039868,0.468552140552,6.0384252507,1063.40643673,2.79412743342,1.70257802709,1.48650863827,3.21598753302,11.310272337,-13.2219138701,-195.361744594
117,0.232451212872,-20.0657981872,34.5098168216,-14.4262059453,2.09746585392,-788.291200168,4.771359244,-4.9913087891,-9.51349038853,-828.880214225,59.4229802497,154.189633749,-297.638132568
118,0.716549782161,45.2117450208,20.5310580463,13.989458985,0.426265672796,1622.57754333,4.66109274362,-4.99342318256,39.0602821843,127.41403312,45.4653331264,93.5686407861,-499.449864108
119,3.76730346522,35.0116688963,3.38091527623,-6.56809508152,0.0962668996047,1214.3863708,2.26045817579,3.85730608294,-19.3673432932,-12.062802045,18.2597254937,8.01374847523,-173.885613314
120,2.45339359109,-29.5374511819,22.5136165309,7.73955747661,2.49032549114,365.598093021,3.79549367295,-3.04143665665,16.4815397667,11.3225167789,31.7639534673,77.8761218626,-196.968094362
122,2.22969521966,32.527030446,21.586977184,8.91269532521,0.58592005713,592.010125693,2.59724916,2.5892829114,22.5269299647,-7.67236705087,28.2913631793,57.5838711494,-144.373173597
123,1.92382426453,-8.95061350396,-37.3720702856,17.4831443351,4.47731675423,-1316.55815534,5.53871329973,-3.38791797518,1.95143485722,50.539408003,48.8500584922,-222.161964642,-233.888495146
124,0.599305746721,-39.0190374378,24.6648647386,15.1486871239,2.57788695303,914.129729994,4.75102140805,-4.99626930286,32.8856018423,-246.203604934,49.6275716854,104.30348295,-473.04477231
125,3.46339868551,0.879059148928,-35.5046179526,-3.50597712033,4.7371429319,-1259.80515098,2.92976588146,1.05123095323,-0.00754398309771,6.88140217842,36.6097044697,-99.040387032,1.76013038128
126,0.829580397013,53.8138815596,24.6412111336,13.6150941993,0.42940157591,2288.74456237,0.369054954543,1.80367089446,33.8785038846,4.26464119258,27.8944398292,9.8684601793,-327.897998876
127,3.13819883165,-24.5802725783,-16.6347276739,-0.641659301125,3.73654436467,327.475635239,1.50406574737,4.98887170484,-0.85187325724,-239.310411713,41.5235685613,-6.3785836563,-121.454484082
128,0.182328097398,6.22789962798,33.7153229714,-12.5882270451,1.38813515999,-1097.93626929,5.02349596623,-4.7599764543,-0.861483585891,-144.001754961,56.3726988169,162.76129827,-166.398664738
129,2.69327900329,32.0007724856,5.29981719058,6.79043250114,0.164125541497,995.961377423,1.71509449484,4.94803535784,15.0114683934,10.2583081678,29.7828710931,9.90178626968,-135.395134884
130,0.152868209465,9.75704483535,29.0350161983,3.32755794014,1.24660810218,-747.832241715,4.66230386087,-4.99373001287,0.701171918929,512.846111344,53.9723556397,129.144843828,-41.5361242194
131,2.20037561988,-9.92245403624,36.2808974001,9.09943158473,1.8377579411,-1217.84842205,3.99693794232,-3.77398728001,2.03224412014,31.2771603804,50.5238773898,138.076820306,-93.752626898
132,0.0330737796509,-12.8326604057,30.6641264779,12.9851885904,1.96714088541,-775.611479563,5.24020428497,-4.31954723484,3.67212006778,-30.3248037432,49.3226147919,152.189128992,-191.638255496
134,0.186109828946,3.14834570545,57.9806456626,11.6019311767,1.51654965793,-3351.84319077,5.22990185812,-4.34526147995,0.11334185977,-81.4713565239,76.8619429918,296.643281675,-122.564908452
135,3.96601647224,-21.3220855409,26.3020501215,-11.59771092,2.25200505854,-237.166508781,1.35267745359,4.88153120004,-9.6831989359,170.993036039,50.1313969785,46.5714231386,32.8633951891
136,3.01526318122,-7.03270200879,25.8312193373,1.857557805,1.83660958929,-617.792994907,5.43933312143,-3.736043897,0.187292106777,-26.9539824017,39.7892433376,133.642952861,-21.2284522937
137,1.08004468006,10.5228899678,53.8884745069,16.2185421307,1.3779513882,-2793.23647141,5.64122391383,-2.99383758459,1.72107913007,-28.1619272186,62.8515379898,299.871588412,-191.63567883
138,2.72626798809,-26.7569835577,-23.3569073565,4.32034413791,3.85924765417,170.391047846,3.5546311168,-2.00697060772,8.35727730016,-12.1295121418,27.3848383768,-90.7705862915,-145.898429374
140,2.74294591229,-8.0192171349,-32.8206486915,4.33015435923,4.4727496095,-1012.88713707,2.20909297341,4.01555914333,0.685635582451,50.0752451933,48.9453639251,-54.5432738168,-7.65046039526
141,1.66164743351,-38.6478097645,20.0652602635,13.55856304,2.66271720198,1091.03853015,1.84703915271,4.81043484428,34.1049566895,-22.9520536261,43.2055436546,49.8701489249,-63.3983368574
142,0.462868918963,28.303707985,8.46824749354,5.45970654807,0.290715491057,729.388670091,4.99463076492,-4.80216747037,9.03128188953,-10.3748856053,31.529059907,40.8997049818,-179.208187372
144,3.61142903224,31.3479259928,14.2700868743,-5.50415831493,0.427183327026,779.057084652,4.04507689136,-3.9274399371,-13.1902895381,25.0977730305,29.6948713339,56.0458617939,-199.311542675
145,0.462394973269,27.9414715906,-2.35206792011,-3.31858915027,6.19920491162,775.193611145,5.18618543277,-4.44921253003,-5.34677728078,-1.88497118265,22.1475600575,-39.7798405532,-157.497627148
146,0.187963554255,-52.6983061464,34.2989138996,3.9486605429,2.56461717512,1600.69597601,5.4353320613,-3.74930926766,9.52599864982,-34.3994688046,48.3562338841,176.810443443,-394.24775649
147,1.83510566422,-25.1416468593,33.6318563546,12.5163823229,2.21273050227,-498.99935506,2.01017750313,4.52507535695,14.6363145904,-44.9241727848,54.1081633407,77.6187732999,15.7156492078
149,1.23707496654,28.1243800213,-39.638197767,9.3907832762,5.32948047035,-780.205970633,3.29397841842,-0.75898340104,15.1950905957,-7.5296925914,40.2142535701,-134.612355203,-162.536869862
150,2.78510472354,13.187285644,32.7170933767,3.64109553672,1.18764602362,-896.503696359,3.53629683264,-1.92267565127,1.72860079807,12.1120324521,36.4137750366,113.413895589,-52.9867119591
151,0.0915408003597,5.84199002562,29.3576076143,-1.99044271199,1.37436818759,-827.740277376,4.75193586007,-4.99609062032,-0.149327712971,-792.267469604,54.3185291007,132.639000377,-18.078976488
152,0.790217642055,-49.7325735069,15.4869169761,15.0110209209,2.8397066856,2233.4842702,5.03819705958,-4.73696195125,42.937374815,-1.40861068246,37.9257255037,64.5745570484,-564.197337413
153,2.75440255909,-33.6047648655,-6.28180996395,3.96208168045,3.32639195443,1089.81908525,2.3416761725,3.58648950105,11.3647003617,10.5457433788,19.1447169051,-2.77989489185,-183.545326729
154,3.76311955223,15.8679320658,-32.9421422988,-6.62557718331,5.16128236394,-833.393471185,3.68732744564,-2.59523145618,-4.25357287053,-15.9807866152,39.6773686099,-134.863187762,-85.9944656319
155,1.71902824462,-20.7431151326,-39.0501134467,10.1786814306,4.22410011902,-1094.63453479,2.85163908897,1.42953864191,9.70228770121,14.6880123707,41.0936941754,-105.318315586,-64.8520801228
156,3.54777891866,-22.6790805629,27.4992836046,-3.53554325754,2.26042696033,-241.869903591,3.12161416463,0.0998857997436,-5.10114429919,-0.620111451739,27.5092607776,86.0679377721,-107.753867744
157,0.172513421467,18.3263126584,-33.7522850537,15.1233119899,5.20981507334,-803.363010694,5.01668060849,-4.77029716239,8.01598907152,155.63255346,56.5080200713,-194.176799982,-296.660845355
160,1.39479780035,-32.6987073308,-34.5919160973,9.74070626457,3.95511820492,-127.395198177,3.32279220754,-0.901048089628,21.7019935328,-8.12213872981,35.4038037571,-118.505500955,-204.078843694
161,0.830569951025,-50.3258309384,27.009938846,7.01726890486,2.64901687641,1803.15246318,4.51130150847,-4.89924975527,22.2240838213,98.0790341162,51.0125870106,108.871782576,-405.264806682
162,0.14165866863,-12.1020278376,-31.0669535674,8.61494257371,4.34092646156,-818.696526176,4.61154339592,-4.97459695991,2.61050543321,-392.156837159,55.8135684809,-164.860964134,-115.940663732
163,3.35149173858,-2.19880665873,-32.9641476675,-1.70362731762,4.6457846708,-1081.80028072,2.19363099865,4.06114072474,-0.0206327562796,43.5263804059,49.4570116536,-53.4439908427,-0.903105539769
164,0.351757694997,-24.6526338469,-29.8370621224,12.7401664835,4.02185037599,-282.497920505,4.5539155687,-4.9373467312,14.0774014867,-266.41822327,54.2144548665,-155.732731531,-282.681793197
165,3.71306101232,-36.2310475658,-0.429892826725,-4.81301383914,3.15345741277,1312.50399987,3.12432528264,0.0863325643933,-17.4355263282,-0.0756924994465,0.437346138399,-1.07087896221,-217.682780432
166,3.06070619236,-0.490161849079,33.6620949609,0.483696326324,1.58535653795,-1132.89637852,3.89250094475,-3.41151532644,0.000304280004369,30.9652159289,45.3005317835,125.62126831,-0.502803038188
168,0.146322181055,49.3308530361,-27.2152424341,2.48063173131,5.7790470075,1692.86364052,3.96686324851,-3.67365684709,9.23032534046,-32.1636726248,40.7109970642,-129.18938062,-351.00100873
169,3.07457800047,8.96264381091,-24.5540781002,2.35395839763,5.06237840168,-522.573767268,5.64222912599,-2.9898105856,0.380591653361,20.0742325366,33.4930454379,-153.675287152,-30.1454516344
170,0.816463919858,50.1715888305,16.351176452,10.834220278,0.315050309136,2249.82735442,4.37221197813,-4.71347811397,38.7658577756,15.5874382225,38.5680523829,70.0058268031,-466.028847903
171,2.03072078539,-14.8966835656,32.3383628202,16.2313782975,2.00247184263,-823.85852864,0.721359063526,3.30202907221,5.39415092483,14.1656949085,43.241758814,29.9397913606,116.493387592
172,0.201789490869,-49.8656675873,-22.9669509698,1.82889084736,3.57320704641,1959.10396708,3.30671956593,-0.82188759164,8.22755819743,-4.13208563029,23.642450183,-78.8820406752,-352.679354397
173,1.67658898415,17.2974170476,-40.0425223822,11.7945885421,5.12015367021,-1304.20296221,4.03730344596,-3.90326749022,6.81288242494,-64.7506352845,55.2780194824,-181.649142964,-180.538758766
